#\ PMT = B
#! V[f,0]/ counts[f,1]/
    
1000	0
1050	0
1100	0
1150	0
1200	0
1250	7
1300	48
1350	129
1400	199
1450	214
1500	279
1550	276
1600	344
1650	303
1700	328
1710	338
1720	327
1730	361
1740	352
1750	321
1760	355
1770	338
1780	318
1790	379
1800	340
1810	362
1820	336
1830	369
1840	354
1850	367
1900	379
1950	391
2000	429

