#\ PMT = A
#! V[f,0]/ counts[f,1]/

1000	0
1050	0
1100	0
1150	0
1200	0
1250	0
1300	0
1350	0
1400	0
1450	0
1500	0
1550	1
1600	1
1650	5
1700	22
1750	50
1800	99
1810	106
1820	102
1830	107
1840	112
1850	135
1860	149
1870	147
1880	163
1890	155
1900	154
1910	177
1920	161
1930	203
1940	182
1950	201
2000	234
