
#! mm[f,0]/ V[f,1]/ dV[f,2]/
0.85 0.008 0.0005
0.90 0.007 0.0005
0.95 0.009 0.0005
1.00 0.014 0.0005
1.05 0.017 0.0005
1.10 0.018 0.0005
1.15 0.019 0.0005 
1.20 0.019 0.0005 
1.25 0.018 0.0005 
1.30 0.018 0.0005
1.35 0.020 0.0005 
1.40 0.023 0.0005 
1.45 0.029 0.0005
1.50 0.040 0.0005
1.47 0.033 0.0005
1.49 0.038 0.0005
1.52 0.046 0.0005
1.53 0.051 0.0005
1.54 0.059 0.0005
1.55 0.060 0.0005
1.56 0.061 0.0005
1.57 0.071 0.0005 
1.58 0.070 0.0005
1.59 0.077 0.0005
1.60 0.079 0.0005
1.62 0.086 0.0005 
1.64 0.095 0.0005
1.65 0.098 0.0005
1.67 0.103 0.0005
1.69 0.117 0.0005
1.68 0.114 0.0005
1.70 0.120 0.0005 
1.72 0.128 0.0005 
1.75 0.139 0.0005
1.80 0.149 0.0005
1.85 0.146 0.0005
1.90 0.143 0.0005
1.95 0.126 0.0005
2.00 0.100 0.0005
2.05 0.077 0.0005
2.10 0.055 0.0005
2.15 0.046 0.0005
2.20 0.053 0.0005
2.25 0.081 0.0005
2.30 0.129 0.0005
2.35 0.198 0.0005
2.22 0.063 0.0005
2.24 0.074 0.0005
2.26 0.088 0.0005
2.27 0.098 0.0005
2.28 0.109 0.0005
2.29 0.121 0.0005
2.31 0.140 0.0005
2.32 0.155 0.0005
2.33 0.173 0.0005 
2.34 0.188 0.0005
2.36 0.216 0.0005
2.37 0.232 0.0005
2.38 0.250 0.0005
2.39 0.265 0.0005
2.40 0.285 0.0005
2.41 0.306 0.0005
2.42 0.321 0.0005
2.43 0.336 0.0005
2.45 0.370 0.0005
2.46 0.392 0.0005
2.47 0.409 0.0005
2.48 0.426 0.0005
2.49 0.441 0.0005
2.50 0.455 0.0005
2.51 0.470 0.0005
2.52 0.483 0.0005
2.53 0.496 0.0005
2.54 0.510 0.0005
2.56 0.527 0.0005
2.58 0.548 0.0005
2.60 0.549 0.0005
2.62 0.557 0.0005
2.65 0.543 0.0005
2.70 0.501 0.0005
2.75 0.422 0.0005
2.67 0.529 0.0005
2.69 0.509 0.0005
2.72 0.470 0.0005
2.74 0.436 0.0005
2.73 0.454 0.0005
2.77 0.382 0.0005
2.76 0.402 0.0005
2.78 0.361 0.0005
2.79 0.344 0.0005
2.80 0.329 0.0005
2.82 0.283 0.0005
2.84 0.243 0.0005
2.86 0.206 0.0005
2.88 0.171 0.0005
2.90 0.140 0.0005
2.92 0.111 0.0005
2.94 0.094 0.0005
2.99 0.083 0.0005
3.05 0.142 0.0005
3.08 0.208 0.0005
3.09 0.230 0.0005
3.11 0.279 0.0005
3.13 0.352 0.0005
3.15 0.411 0.0005
3.16 0.465 0.0005
3.17 0.488 0.0005
3.18 0.520 0.0005
3.19 0.563 0.0005
3.20 0.601 0.0005
3.21 0.640 0.0005
3.22 0.724 0.0005
3.24 0.767 0.0005
3.25 0.806 0.0005
3.26 0.858 0.0005
3.27 0.875 0.0005
3.28 0.921 0.0005
3.29 0.956 0.0005
3.30 0.994 0.0005
3.31 1.021 0.0005
3.33 1.075 0.0005
3.35 1.123 0.0005
3.37 1.158 0.0005
3.42 1.198 0.0005
3.47 1.150 0.0005
3.52 1.018 0.0005
3.54 0.956 0.0005
3.56 0.886 0.0005
3.58 0.800 0.0005
3.62 0.628 0.0005
3.59 0.755 0.0005
3.60 0.719 0.0005
3.61 0.676 0.0005
3.63 0.580 0.0005
3.64 0.534 0.0005
3.65 0.500 0.0005
3.66 0.450 0.0005
3.67 0.404 0.0005
3.68 0.369 0.0005
3.69 0.333 0.0005
3.70 0.296 0.0005
3.71 0.268 0.0005
3.73 0.210 0.0005
3.75 0.161 0.0005
3.80 0.110 0.0005
3.85 0.161 0.0005
3.86 0.197 0.0005
3.87 0.226 0.0005
3.89 0.285 0.0005
3.91 0.347 0.0005
3.93 0.453 0.0005
3.92 0.405 0.0005
3.94 0.520 0.0005
3.95 0.570 0.0005
3.96 0.642 0.0005
3.97 0.698 0.0005
3.98 0.760 0.0005
3.99 0.832 0.0005
4.00 0.897 0.0005
4.01 0.947 0.0005
4.02 0.989 0.0005
4.03 1.091 0.0005
4.04 1.164 0.0005
4.05 1.219 0.0005
4.06 1.272 0.0005
4.07 1.358 0.0005
4.08 1.409 0.0005
4.09 1.474 0.0005
4.10 1.532 0.0005
4.11 1.589 0.0005
4.12 1.643 0.0005
4.13 1.690 0.0005
4.14 1.754 0.0005
4.15 1.774 0.0005
4.18 1.871 0.0005
4.21 1.930 0.0005
4.24 1.933 0.0005
4.27 1.894 0.0005 
4.30 1.794 0.0005
4.34 1.611 0.0005
4.38 1.372 0.0005
4.42 1.092 0.0005
4.45 0.853 0.0005
4.48 0.657 0.0005
4.51 0.485 0.0005
4.54 0.315 0.0005
4.60 0.134 0.0005
4.65 0.146 0.0005
4.70 0.313 0.0005
4.75 0.606 0.0005
4.80 1.027 0.0005
4.85 1.453 0.0005
4.87 1.665 0.0005
4.89 1.825 0.0005
4.91 1.969 0.0005
4.93 2.12  0.0005
4.95 2.25  0.0005
