
#! mm[f,0]/ V[f,1]/ dV[f,2]/
0 0.05 0.005
0.10 0.03 0.005
0.20 0.02 0.005
0.30 0.00 0.005
0.40 0.00 0.005
0.50 0.00 0.005
0.60 0.00 0.005
0.70 0.00 0.005
0.80 0.00 0.005
0.90 0.00 0.005
1.00 0.00 0.005
1.10 0.01 0.005
1.20 0.01 0.005
1.30 0.02 0.005
1.40 0.03 0.005
1.50 0.04 0.005
1.60 0.05 0.005
1.70 0.06 0.005
1.80 0.07 0.005
1.90 0.09 0.005
2.00 0.10 0.005
2.10 0.12 0.005
2.20 0.14 0.005
2.30 0.16 0.005
2.40 0.18 0.005
2.50 0.21 0.005
2.60 0.23 0.005
2.70 0.26 0.005
2.80 0.29 0.005
2.90 0.31 0.005
3.00 0.34 0.005
3.10 0.37 0.005
3.20 0.40 0.005
3.30 0.44 0.005
3.40 0.46 0.005
3.50 0.49 0.005
3.60 0.52 0.005 
3.70 0.55 0.005 
3.80 0.58 0.005 
3.90 0.61 0.005 
4.00 0.63 0.005
4.10 0.66 0.005
4.20 0.68 0.005 
4.30 0.71 0.005
4.40 0.74 0.005 
4.50 0.75 0.005
4.60 0.77 0.005 
4.70 0.78 0.005
4.80 0.80 0.005
4.90 0.81 0.005 
5.00 0.82 0.005 
5.10 0.82 0.005 
5.20 0.83 0.005
5.30 0.83 0.005 
5.40 0.83 0.005
5.50 0.82 0.005
